,t,Tmax,angles
0,0.0,5482.1787109375,36.860785956631254
1,0.02564102564102564,5923.50732421875,19.58439822353562
2,0.05128205128205128,5873.48095703125,17.58552481101772
3,0.07692307692307693,5698.271484375,5.5394577239799805
4,0.10256410256410256,5840.6201171875,11.110784753678661
5,0.1282051282051282,5754.12939453125,20.479058311997814
6,0.15384615384615385,5605.21044921875,2.398125250892751
7,0.1794871794871795,5610.6826171875,42.91960535960602
8,0.20512820512820512,5823.3994140625,4.287584264177859
9,0.23076923076923075,5872.45556640625,6.530739922899626
10,0.2564102564102564,5633.95361328125,11.081995624215278
11,0.28205128205128205,4533.447265625,14.050329941121472
12,0.3076923076923077,4059.9814453125,11.780206073871648
13,0.3333333333333333,3862.359130859375,1.0715322761874502
14,0.358974358974359,2163.02392578125,15.117279910544394
15,0.3846153846153846,3620.170654296875,5.737744385650054
16,0.41025641025641024,2483.88916015625,6.199106537398601
17,0.4358974358974359,3438.149169921875,2.833372474451474
18,0.4615384615384615,2274.81591796875,0.11758690254402958
19,0.48717948717948717,3243.587646484375,5.195339024306007
20,0.5128205128205128,3291.286865234375,16.83328244805071
21,0.5384615384615384,3357.450439453125,0.3517830064980585
22,0.5641025641025641,3092.20556640625,5.256805920022093
23,0.5897435897435898,3585.505615234375,25.48283861131611
24,0.6153846153846154,3448.633544921875,14.604179651792462
25,0.641025641025641,3656.97216796875,1.332530674535778
26,0.6666666666666666,3484.4326171875,7.893296820638829
27,0.6923076923076923,3844.868408203125,1.3159788968297157
28,0.717948717948718,3384.692138671875,2.6656281622029887
29,0.7435897435897436,2351.29541015625,13.177051926623369
30,0.7692307692307692,3022.683837890625,3.4009606136738997
31,0.7948717948717948,3315.26220703125,4.1209109761836675
32,0.8205128205128205,3217.088623046875,2.1952960795019503
33,0.8461538461538461,3281.826171875,4.074523446099917
34,0.8717948717948718,3311.2470703125,11.42396540660496
35,0.8974358974358974,3001.18505859375,30.877945600682782
36,0.923076923076923,3363.3779296875,14.000623699367274
37,0.9487179487179487,3530.252197265625,1.2244151904025062
38,0.9743589743589743,3290.981689453125,8.67548837323168
39,1.0,2444.09375,2.188938226684298
